date,action,name,rate,target
Oct-19-18,Initiated,Wedbush ,Outperform,$25
Oct-23-18,Initiated,Needham,Buy,$25
Dec-12-18,Reiterated,Needham,Buy,$25 to $28
Dec-20-18,Upgrade,RBC Capital Mkts,Sector Perform to Outperform,
Mar-06-19,Downgrade,Goldman,Buy to Neutral,$25 to $24
Mar-15-19,Reiterated,BofA/Merrill,Neutral,$22 to $25
