date,action,name,rate,target
Nov-06-18,Downgrade,Raymond James,Strong Buy to Outperform,
Nov-09-18,Reiterated,Imperial Capital,Outperform,$45 to $42
Nov-26-18,Downgrade,Wells Fargo,Outperform to Market Perform,
