date,title,source
Oct-18-18,Capital Product Partners L.P. Announces Cash Distribution,GlobeNewswire
Oct-22-18,"Capital Product Partners L.P. Schedules Third Quarter 2018 Earnings Release, Conference Call and Webcast",GlobeNewswire
Oct-31-18,"Capital Product Partners L.P. Announces Third Quarter 2018 Financial Results, Plan to Equip Part of the Partnerships Fleet With Exhaust Gas Cleaning Systems and the Sale of the M/T 'Amore Mio II'",GlobeNewswire
Nov-28-18,[$$] Diamond S Shipping Merges With Tanker Operator in $1.65 Billion Deal,The Wall Street Journal
Nov-29-18,[$$] Diamond S Shipping Merges With Tanker Operator in $1.65 Billion Deal,The Wall Street Journal
Jan-09-19,Capital Product Partners L.P. -- Moody's withdraws Capital Product Partners' ratings for business reasons,Moody's
Jan-22-19,"Capital Product Partners L.P. Schedules Fourth Quarter 2018 Earnings Release, Conference Call and Webcast",GlobeNewswire
Jan-22-19,Capital Product Partners L.P. Announces Cash Distribution,GlobeNewswire
Jan-31-19,Capital Product Partners L.P. Announces Fourth Quarter 2018 Financial Results,GlobeNewswire
Feb-07-19,Are Investors Undervaluing Capital Product Partners L.P. (CPLP) Right Now?,Zacks
Mar-06-19,Capital Product Partners L.P. Announces the Effective Date of Its One-For-Seven Reverse Unit Split,GlobeNewswire
Mar-08-19,CPLP Announces Record Date for Spin-off of Crude and Product Tanker Business,GlobeNewswire
