date,title,source
Oct-18-18,Palo Alto Networks Stock Upgraded: What You Need to Know,Motley Fool
Oct-18-18,Proofpoint (PFPT) Q3 Earnings Preview: What to Watch Ahead of the Release,Zacks
Oct-22-18,Proofpoint (PFPT) to Report Q3 Earnings: What's in Store?,Zacks
Oct-23-18,Buying a Cybersecurity Firm Could Be the Golden Ticket for Facebook Stock,InvestorPlace
Oct-25-18,Proofpoint: 3Q Earnings Snapshot,Associated Press
Oct-25-18,"Proofpoint stock plunges after earnings beat, executive departures",MarketWatch
Oct-26-18,Why Proofpoint Stock Just Dropped 16.5%,Motley Fool
Oct-29-18,Edited Transcript of PFPT earnings conference call or presentation 25-Oct-18 8:30pm GMT,Thomson Reuters StreetEvents
Oct-29-18,"Goldman Sachs, KeyBanc Turn Bullish On Proofpoint",Benzinga
Oct-29-18,Heres Why These Five Stocks Are Trending,Insider Monkey
Oct-29-18,Proofpoint Stock Upgraded: What You Need to Know,Motley Fool
Oct-29-18,Proofpoint stock jumps after Goldman upgrade,MarketWatch
