date,action,name,rate,target
Jan-16-19,Resumed,Sidoti,Buy,$35
Mar-19-19,Initiated,Northland Capital,Outperform,$42
Jun-11-19,Upgrade,CJS Securities,Market Perform to Market Outperform,
