date,action,name,rate,target
Dec-18-18,Upgrade,Deutsche Bank,Hold to Buy,$54
May-03-19,Downgrade,Deutsche Bank,Buy to Hold,
May-10-19,Downgrade,Oppenheimer,Outperform to Perform,
May-31-19,Initiated,Credit Suisse,Outperform,
