date,action,name,rate,target
Oct-26-18,Upgrade,Citigroup,Sell to Neutral,
Feb-01-19,Downgrade,Stifel,Buy to Hold,
May-06-19,Downgrade,BofA/Merrill,Buy to Neutral,
Jun-11-19,Resumed,Deutsche Bank,Buy,
Jun-20-19,Downgrade,Cross Research,Buy to Hold,
