date,action,name,rate,target
Oct-18-18,Initiated,BofA/Merrill,Buy,
Nov-19-18,Initiated,Citigroup,Buy,$25
Dec-03-18,Reiterated,BofA/Merrill,Buy,$26 to $21
Jan-07-19,Upgrade,Johnson Rice,Hold to Buy,
Jan-08-19,Upgrade,Tudor Pickering,Hold to Buy,
Jan-15-19,Upgrade,Barclays,Equal Weight to Overweight,$20
Mar-11-19,Initiated,Goldman,Buy,$28
