date,action,name,rate,target
Dec-28-18,Downgrade,BWS Financial,Buy to Hold,$65
Mar-05-19,Downgrade,DA Davidson,Buy to Neutral,$72 to $84
Jun-10-19,Upgrade,DA Davidson,Neutral to Buy,$78
