date,action,name,rate,target
Nov-27-18,Initiated,Goldman,Neutral,$20
Dec-11-18,Downgrade,Northland Capital,Outperform to Market Perform,
Dec-11-18,Downgrade,First Analysis Sec,Strong Buy to Outperform,$29 to $22
