date,action,name,rate,target
Oct-23-18,Resumed,Jefferies,Hold,$454
Oct-23-18,Initiated,KeyBanc Capital Mkts,Sector Weight,
Dec-10-18,Upgrade,Jefferies,Hold to Buy,
Jan-08-19,Initiated,Berenberg,Buy,$477
