date,action,name,rate,target
Dec-19-18,Upgrade,JP Morgan,Neutral to Overweight,
Jan-23-19,Downgrade,Mizuho,Buy to Neutral,
Apr-01-19,Downgrade,Evercore ISI,In-line to Underperform,
