date,action,name,rate,target
Dec-04-18,Downgrade,Macquarie,Outperform to Neutral,
Jan-28-19,Initiated,Credit Suisse,Neutral,
Feb-07-19,Upgrade,Macquarie,Neutral to Outperform,
Mar-14-19,Upgrade,Credit Suisse,Neutral to Outperform,
Apr-03-19,Downgrade,Evercore ISI,Outperform to In-line,
