date,title,source
Oct-23-18,NorthStar Realty Europe Announces Third Quarter 2018 Earnings Conference Call Date,Business Wire
Nov-02-18,NorthStar Realty Europe Corp. Declares Third Quarter 2018 Common Stock Dividend,Business Wire
Nov-06-18,NorthStar Realty Europe: 3Q Earnings Snapshot,Associated Press
Nov-06-18,NorthStar Realty Europe Announces Third Quarter 2018 Results,Business Wire
Nov-07-18,Barrack returns as Colony Capital's CEO,American City Business Journals
Nov-07-18,Tom Barrack Returns to CEO Role at Colony Capital After Shares Fall,Bloomberg
Nov-07-18,NorthStar Realty Europe Announces Process to Review Strategic Alternatives,Business Wire
Nov-07-18,[$$] Property group Colony Capital ousts chief Richard Saltzman,Financial Times
Nov-09-18,"Detailed Research: Economic Perspectives on Atmos Energy, Brighthouse Financial, Ciena, AutoNation, NorthStar Realty Europe, and Global Net Lease  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Nov-28-18,EDF : Sale of a portfolio of more than 200 real estate and business assets,GlobeNewswire
Dec-10-18,Do Directors Own Northstar Realty Europe Corp (NYSE:NRE) Shares?,Simply Wall St.
Dec-12-18,"NorthStar Realty Europe Completes the Sale of the Trianon Tower in Frankfurt, Germany for 670 Million",Business Wire
Jan-09-19,Is It Too Late To Consider Buying Northstar Realty Europe Corp. (NYSE:NRE)?,Simply Wall St.
Jan-10-19,NorthStar Realty Europe Completes Sale of Three U.K. Assets and Executes Definitive Sale and Purchase Agreements to Sell a Further Three German Assets at an Aggregate 27% Premium to EPRA NAV,Business Wire
