date,action,name,rate,target
Oct-30-18,Upgrade,CLSA,Outperform to Buy,
Jun-11-19,Upgrade,Deutsche Bank,Hold to Buy,
Jun-19-19,Downgrade,UBS,Buy to Neutral,
