date,action,name,rate,target
Nov-30-18,Reiterated,Telsey Advisory Group,Market Perform,$20 to $23
Jan-15-19,Reiterated,Wolfe Research,Underperform,$20 to $18
Mar-07-19,Upgrade,JP Morgan,Underweight to Neutral,$19 to $27
May-09-19,Downgrade,Wedbush ,Neutral to Underperform,$23
