date,action,name,rate,target
Nov-21-18,Downgrade,Morgan Stanley,Overweight to Equal-Weight,
Nov-30-18,Downgrade,BofA/Merrill,Buy to Neutral,
Dec-12-18,Downgrade,Atlantic Equities,Overweight to Neutral,
Dec-24-18,Reiterated,Credit Suisse,Outperform,$258 to $250
Jan-02-19,Reiterated,Barclays,Equal Weight,$289 to $247
