date,action,name,rate,target
Jan-02-19,Downgrade,Morgan Stanley,Overweight to Equal-Weight,
Feb-28-19,Upgrade,UBS,Neutral to Buy,$55
May-03-19,Reiterated,Needham,Buy,$57 to $52
May-24-19,Downgrade,Wells Fargo,Outperform to Market Perform,$41
