date,title,source
Oct-18-18,Downtown Orlando's (retail) shopping list: 9 things business people want here,American City Business Journals
Oct-18-18,"Investor Expectations to Drive Momentum within Amkor Technology, Lexicon Pharmaceuticals, Parker Drilling, HFF, The Chefs' Warehouse, and Payment Data  Discovering Underlying Factors of Influence",GlobeNewswire
Oct-22-18,HFF Securities Acts as Exclusive Financial Adviser on the Acquisition and Financing of London Executive Offices (LEO),Business Wire
Oct-22-18,HFF Announces Sale of One North LaSalle in Chicago,Business Wire
Oct-24-18,"HFF Announces Sale of 758-Unit Apartment Property in Downtown Wheaton, Illinois",Business Wire
Oct-24-18,"Industry Outlook: Here's a solution to Orlando's permitting problem, city official says",American City Business Journals
Oct-29-18,Interested In HFF Inc (NYSE:HF)? Heres What Its Recent Performance Looks Like,Simply Wall St.
Oct-30-18,HFF (HF) Surpasses Q3 Earnings and Revenue Estimates,Zacks
Oct-30-18,HFF: 3Q Earnings Snapshot,Associated Press
Oct-30-18,"HFF, Inc. Reports Third Quarter 2018 Financial and Transaction Production Results",Business Wire
Oct-31-18,"HFF Announces $156.2M Financing for Modera Avenir Place in Vienna, Virginia",Business Wire
Oct-31-18,Edited Transcript of HF earnings conference call or presentation 30-Oct-18 10:00pm GMT,Thomson Reuters StreetEvents
Nov-01-18,HFF Announces Sale and Financing of 3-Property Florida Apartment Portfolio,Business Wire
Nov-05-18,Jones Lang LaSalle's Subsidiary Bags Bridge Lender for $1.2B,Zacks
