date,action,name,rate,target
Oct-19-18,Resumed,BofA/Merrill,Neutral,
Oct-31-18,Reiterated,The Benchmark Company,Buy,$170 to $162
Nov-30-18,Initiated,Susquehanna,Neutral,$151
Dec-18-18,Reiterated,Needham,Buy,$160 to $157
