date,action,name,rate,target
Nov-16-18,Downgrade,BofA/Merrill,Buy to Underperform,
Dec-06-18,Reiterated,BofA/Merrill,Underperform,$50 to $45
Feb-12-19,Initiated,Evercore ISI,Outperform,$55
Mar-22-19,Initiated,JP Morgan,Neutral,$49
Apr-01-19,Upgrade,Goldman,Neutral to Buy,$48 to $60
