date,action,name,rate,target
Nov-06-18,Upgrade,B. Riley FBR,Neutral to Buy,$13.50 to $21
Jan-22-19,Upgrade,Chardan Capital Markets,Neutral to Buy,$18
May-24-19,Resumed,Citigroup,Buy,$30
