date,title,source
Oct-18-18,G.research 42nd Annual Automotive Aftermarket Symposium,Business Wire
Oct-23-18,Lear to Present at Gabelli & Company's 42nd Annual Automotive Aftermarket Symposium,PR Newswire
Oct-24-18,Lear's Q3 Earnings Preview,Benzinga
Oct-25-18,Edited Transcript of LEA earnings conference call or presentation 25-Oct-18 12:00pm GMT,Thomson Reuters StreetEvents
Oct-25-18,Lear (LEA) Surpasses Q3 Earnings Estimates,Zacks
Oct-25-18,Lear: 3Q Earnings Snapshot,Associated Press
Oct-25-18,Lear Reports Third Quarter 2018 Results,PR Newswire
Oct-26-18,"Lear (LEA) Beats Q3 Earnings Estimates, Lowers 2018 Guidance",Zacks
Oct-29-18,Edited Transcript of LEA earnings conference call or presentation 25-Oct-18 12:00pm GMT,Thomson Reuters StreetEvents
Oct-29-18,Lear Corporation (NYSE:LEA): Cash Is King,Simply Wall St.
