date,title,source
Oct-25-18,"Investor Expectations to Drive Momentum within Tribune Media, Intra-Cellular Therapies, Icahn Enterprises, NVE, PetMed Express, and United Fire Group  Discovering Underlying Factors of Influence",GlobeNewswire
Oct-26-18,Do Insiders Own Lots Of Shares In United Fire Group Inc (NASDAQ:UFCS)?,Simply Wall St.
Nov-07-18,Edited Transcript of UFCS earnings conference call or presentation 7-Nov-18 3:00pm GMT,Thomson Reuters StreetEvents
Nov-07-18,United Fire Group Inc (UFCS) Q3 2018 Earnings Conference Call Transcript,Motley Fool
Nov-07-18,United Fire: 3Q Earnings Snapshot,Associated Press
Nov-07-18,"United Fire Group, Inc. Reports Third Quarter 2018 Results",GlobeNewswire
Nov-16-18,"A.M. Best Affirms Credit Ratings of United Fire Group, Inc. and Its Property/Casualty Subsidiaries",Business Wire
Nov-16-18,"United Fire Group, Inc. Declares a Common Stock Quarterly Cash Dividend of $0.31 per Share",GlobeNewswire
Nov-19-18,Edited Transcript of UFCS earnings conference call or presentation 7-Nov-18 3:00pm GMT,Thomson Reuters StreetEvents
Jan-18-19,"United Fire Group, Inc. Announces Its 2018 Fourth Quarter and Year-End Earnings Call",GlobeNewswire
Feb-05-19,"Analysis: Positioning to Benefit within LPL Financial, The Andersons, Del Frisco's Restaurant Group, United Fire Group, Reata Pharmaceuticals, and Federal Agricultural Mortgage  Research Highlights Growth, Revenue, and Consolidated Results",GlobeNewswire
Feb-15-19,"United Fire Group, Inc. Declares a Common Stock Quarterly Cash Dividend of $0.31 per Share",GlobeNewswire
