date,action,name,rate,target
Feb-22-19,Reiterated,Needham,Strong Buy,$300 to $325
Apr-24-19,Downgrade,Needham,Strong Buy to Buy,$325
Jun-11-19,Initiated,Wells Fargo,Outperform,$345
