date,title,source
Oct-17-18,"Report: Exploring Fundamental Drivers Behind CURO Group, BiondVax Pharmaceuticals, AMAG Pharmaceuticals, AcelRx Pharmaceuticals, Ballard Power, and Rhythm Pharmaceuticals  New Horizons, Emerging Trends, and Upcoming Developments",GlobeNewswire
Oct-18-18,Ballard Fuel Cell Modules to Power Yard Trucks at Port of L.A. in CARB-Funded Clean Energy Project,CNW Group
Oct-25-18,Ballard Fuel Cell Modules to Power California UPS Trucks in CARB-Funded Clean Energy Project,CNW Group
Oct-31-18,Ballard Reports Q3 2018 Results,PR Newswire
Nov-01-18,Why Ballard Power Systems Inc.'s Shares Plunged 20% Today,Motley Fool
Nov-01-18,Ballard: 3Q Earnings Snapshot,Associated Press
Nov-09-18,"Detailed Research: Economic Perspectives on MetLife, Callon Petroleum, Five9, Ballard Power, Infinity Pharmaceuticals, and Commercial Vehicle Group  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Nov-13-18,Ballard Closes Strategic Collaboration With Weichai Power,CNW Group
Dec-04-18,Ballard Supplies Infintium With Fuel Cell Stacks to Power Material Handling Equipment for Daimler,PR Newswire
Dec-10-18,Why Shares of Ballard Power Systems Sank 20% in November,Motley Fool
Dec-13-18,Ballard Receives Order From Porterbrook for Fuel Cell Module to Power U.K. HydroFLEX Train,CNW Group
Dec-18-18,Better Buy: Ballard Power Systems vs. TerraForm Power,Motley Fool
Dec-21-18,FuelCell Energy's (FCEL) Unit Signs 7.4MW Long-Term PPA,Zacks
Jan-02-19,Ballard Appoints Two Board Members From Strategic Partner Weichai Power,CNW Group
Jan-09-19,FuelCell Energy to Develop Landfill Gas Station in California,Zacks
Jan-10-19,"FuelCell Energy (FCEL) Q4 Loss Wider than Expected, Sales Top",Zacks
Jan-14-19,Here's Why These Fuel Cell Stocks Tumbled as Much as 48% in 2018,Motley Fool
Feb-01-19,"[$$] Jeff Ballard at Pizza Express Jazz Club  nimble, wired and free of baggage",Financial Times
Feb-01-19,[$$] Is This Tomorrow? The Whitechapels brave new art world,Financial Times
Feb-05-19,"Ballard Signs Framework Agreements, Receives Orders for BUP Fuel Cell Systems in Europe",CNW Group
Feb-07-19,Here's Why Shares of Ballard Power Systems Skyrocketed 46% in January,Motley Fool
Feb-07-19,"Market Trends Toward New Normal in lululemon athletica inc, Insmed, Advanced Disposal Services, AGCO, Douglas Dynamics, and Ballard Power  Emerging Consolidated Expectations, Analyst Ratings",GlobeNewswire
Feb-12-19,Ballard-Powered New Flyer Fuel Cell Electric Buses Ready to Deliver Zero-Emission Transit Throughout United States,PR Newswire
Feb-12-19,Ballard-Powered New Flyer Fuel Cell Electric Buses Ready to Deliver Zero-Emission Transit Throughout United States,CNW Group
Feb-13-19,Ballard Announces Q4 & Full-Year 2018 Results and 2019 Outlook Conference Call,CNW Group
Feb-20-19,Ballard is a Member of H2PORTS Project to Demo Hydrogen as Alternative Fuel to European Ports,CNW Group
Mar-06-19,Ballard Reports Q4 and Full Year 2018 Results,CNW Group
