date,title,source
Oct-18-18,Triumph Group to Webcast Second Quarter Fiscal Year 2019 Earnings Conference Call,Business Wire
Oct-24-18,"Consolidated Research: 2018 Summary Expectations for Airgain, Vanda Pharmaceuticals, Westlake Chemical, TransEnterix, Versum Materials, and Triumph Group  Fundamental Analysis, Key Performance Indications",GlobeNewswire
Oct-31-18,Triumph Wins Huntington Ingalls Industries Contract for U.S. Navy Carrier Overhaul,Business Wire
Nov-01-18,"Frank Dubey Joins Triumph Group as EVP, Integrated Systems",Business Wire
Nov-06-18,Triumph Secures Contract for G500/G600 Fuselage Frames,Business Wire
Nov-08-18,"DFW units of Lockheed Martin, Boeing score big contracts",American City Business Journals
Nov-08-18,Triumph Group (TGI) Q2 Earnings and Revenues Surpass Estimates,Zacks
Nov-08-18,Triumph Group: Fiscal 2Q Earnings Snapshot,Associated Press
Nov-08-18,Triumph Group Reports Second Quarter Fiscal 2019 Results,Business Wire
Nov-09-18,Triumph Group (TGI) Beats Q2 Earnings & Revenue Estimates,Zacks
Nov-15-18,Triumph Group Declares Quarterly Dividend,Business Wire
Nov-16-18,[$$] Q&A with explorer and writer Levison Wood,Financial Times
Nov-20-18,Edited Transcript of TGI earnings conference call or presentation 8-Nov-18 1:30pm GMT,Thomson Reuters StreetEvents
Dec-04-18,"Report: Developing Opportunities within NVIDIA, Triumph Group, Gladstone Land, Icahn Enterprises, UGI, and TopBuild  Future Expectations, Projections Moving into 2018",GlobeNewswire
Dec-06-18,How Much Did Triumph Group Incs (NYSE:TGI) CEO Pocket Last Year?,Simply Wall St.
Dec-10-18,Triumph Group Gains on Product Expansion & Rising Jet Demand,Zacks
Jan-10-19,Triumph Awarded DLA Contract Extension for Enhanced Digital Electronic Engine Control Units,Business Wire
Jan-10-19,Triumph Group Completes Sale of APU Repair Product Line,Business Wire
Jan-14-19,Triumph to Provide Complex Structural Forms for Bombardier Thrust Reversers on A320neo,Business Wire
Jan-16-19,Triumph Celebrates the Acceptance of First KC-46A Tanker by the U.S. Air Force,Business Wire
Jan-17-19,Triumph Group to Webcast Third Quarter Fiscal Year 2019 Earnings Conference Call,Business Wire
Jan-17-19,Bombardier Selects Triumph for A320neo Nacelle Components,Business Wire
Jan-24-19,"Why Southwest Airlines, Triumph Group, and Xilinx Jumped Today",Motley Fool
Jan-24-19,Triumph Group Announces the Sale of Metallics Machining Business to NWI Holdings,Business Wire
Jan-24-19,Why Triumph Group Stock Just Popped 25%,Motley Fool
Jan-24-19,Bombardier to buy Global jet wing-making unit from Triumph,Reuters
Jan-24-19,Bombardier buys Global 7500 wing work from Triumph Group,American City Business Journals
Jan-24-19,"Consolidated Research: 2019 Summary Expectations for First Data, IDEXX Laboratories, CMS Energy, Worthington Industries, Triumph Group, and Cara Therapeutics  Fundamental Analysis, Key Performance Indications",GlobeNewswire
Jan-24-19,Bombardier to buy Global jet wing-making unit from Triumph,Reuters
Jan-24-19,Triumph Group Enters into Agreement to Transition Global 7500 Program to Bombardier,Business Wire
Jan-24-19,Bombardier to acquire Global 7500 aircraft wing program from Triumph Group Inc.,GlobeNewswire
Jan-28-19,"Triumph Group Announces the Sale of Fabrications Business to Arlington Capital Partners, Advancing Transformation Plan",Business Wire
Jan-31-19,Triumph Selected to Supply Critical Systems for T-X - Trainer,Business Wire
Jan-31-19,Earnings Preview: Triumph Group (TGI) Q3 Earnings Expected to Decline,Zacks
Feb-05-19,Major U.S. Airline Selects Triumph for Key MRO Work,Business Wire
Feb-07-19,Triumph Group Inc (TGI) Q3 2019 Earnings Conference Call Transcript,Motley Fool
Feb-07-19,Triumph Group (TGI) Q3 Earnings Top Estimates,Zacks
Feb-07-19,Triumph Group: Fiscal 3Q Earnings Snapshot,Associated Press
Feb-07-19,Triumph Group Reports Third Quarter Fiscal 2019 Results,Business Wire
Feb-08-19,Edited Transcript of TGI earnings conference call or presentation 7-Feb-19 1:30pm GMT,Thomson Reuters StreetEvents
Feb-08-19,"Triumph Group (TGI) Q3 Earnings Beat, Revenues Lag Estimates",Zacks
Feb-11-19,Edited Transcript of TGI earnings conference call or presentation 7-Feb-19 1:30pm GMT,Thomson Reuters StreetEvents
Feb-11-19,"Triumph Group Identifies Strategic Solutions For Cash Requirements, BofA Says",Benzinga
Feb-12-19,Lockheed Martin Wins Deal to Support Aegis Weapon System,Zacks
Feb-12-19,Edited Transcript of TGI earnings conference call or presentation 7-Feb-19 1:30pm GMT,Thomson Reuters StreetEvents
Feb-13-19,Ex-Boeing executive named CEO of Pacific Northwest Aerospace Alliance suppliers group,American City Business Journals
Feb-13-19,"Texas leaves $4B on the table every year because of this policy, study says",American City Business Journals
Feb-13-19,Raytheon Wins $88M Deal to Support F/A-18 &amp; EA-18G Aircraft,Zacks
Feb-13-19,Will Triumph Group Continue to Surge Higher?,Zacks
Feb-15-19,"Defense Stock Roundup: FLIR &amp; HII Q4 Earnings Top, LMT Wins Deal",Zacks
Feb-21-19,Triumph Group Declares Quarterly Dividend,Business Wire
Feb-22-19,"Recent Analysis Shows MGM Resorts International, Symantec, HTG Molecular Diagnostics, Children's Place, Triumph Group, and Sprague Resources LP Market Influences  Renewed Outlook, Key Drivers of Growth",GlobeNewswire
