date,action,name,rate,target
Nov-07-18,Downgrade,RBC Capital Mkts,Sector Perform to Underperform,
Jan-09-19,Initiated,Credit Suisse,Neutral,$12
Feb-13-19,Upgrade,Morgan Stanley,Equal-Weight to Overweight,
Feb-19-19,Upgrade,Citigroup,Neutral to Buy,$14 to $16
