date,action,name,rate,target
Nov-29-18,Downgrade,Macquarie,Outperform to Neutral,
Dec-13-18,Initiated,UBS,Neutral,$209
Jan-07-19,Upgrade,Susquehanna,Negative to Neutral,
Jan-07-19,Upgrade,HSBC Securities,Hold to Buy,
Jan-09-19,Reiterated,Pivotal Research Group,Buy,$300 to $265
