date,title,source
Oct-17-18,"As FIS turns 50, CEO talks about the history and future of the Jax-based fintech leader",American City Business Journals
Oct-25-18,FIS Announces Quarterly Dividend,Business Wire
Oct-29-18,Fidelity National (FIS) to Post Q3 Earnings: What Lies Ahead?,Zacks
Oct-30-18,"Fidelity National Information Services, Inc. (FIS) Q3 2018 Earnings Conference Call Transcript",Motley Fool
Oct-30-18,Edited Transcript of FIS earnings conference call or presentation 30-Oct-18 12:30pm GMT,Thomson Reuters StreetEvents
Oct-30-18,"Fidelity National Info Earnings beat, Revenue misses In Q3",Investing.com
Oct-30-18,"Fidelity National (FIS) Q3 Earnings Top, Expenses Decline",Zacks
Oct-30-18,Fidelity National Information Services (FIS) Q3 Earnings Surpass Estimates,Zacks
Oct-30-18,Fidelity National: 3Q Earnings Snapshot,Associated Press
Oct-30-18,FIS Reports Third Quarter 2018 Results,Business Wire
Nov-01-18,FIS to Present at 2018 Stephens NY Investor Conference,Business Wire
Nov-02-18,Black Knight CEO speaks to startups,American City Business Journals
Nov-06-18,FIS Teams with French Luxury Goods Conglomerate LVMH Group to Speed Cross-border Payments,Business Wire
Nov-13-18,"Factors of Influence in 2018, Key Indicators and Opportunity within Sun Hydraulics, FIS, TRACON Pharmaceuticals, Kona Grill, Endava PLC Sponsored ADR, and Chembio Diagnostics  New Research Emphasizes Economic Growth",GlobeNewswire
Nov-14-18,Should Fidelity National Information Services Inc (NYSE:FIS) Be Your Next Stock Pick?,Simply Wall St.
Nov-21-18,"FIS Directors Ellen Alemany and Louise Parent, and Co-COO Marianne Brown, Named to WomenInc. Magazine 2018 Most Influential Board Directors",Business Wire
Nov-26-18,What Are The Biggest Opportunities In Fintech M&A Right Now?,Benzinga
Nov-27-18,FIS Enables Natixis Payments to Become First French Bank to Connect to New European TIPS Instant Payments System,Business Wire
Nov-28-18,FIS Named Risk Technology Vendor of the Year,Business Wire
Nov-29-18,Why Is Fidelity National (FIS) Up 3.7% Since Last Earnings Report?,Zacks
Dec-06-18,Is Fidelity National Information Services Inc. (FIS) Going to Burn These Hedge Funds?,Insider Monkey
Dec-11-18,"Do You Like Fidelity National Information Services, Inc. (NYSE:FIS) At This P/E Ratio?",Simply Wall St.
Dec-12-18,Peoples United Bank Chooses Real-Time Lending Solution from FIS and Numerated to Further Enhance and Digitize Its Lending Process,Business Wire
Dec-19-18,FIS Teams with Excentus to Offer Real-time Rewards Points Redemption at Shell Stations Nationwide,Business Wire
Jan-02-19,Guggenheim's Positive Outlook For Payments Stocks: 'We Expect Strong Results',Benzinga
Jan-03-19,FIS and Banco Bradesco Close Agreement to Unwind Joint Venture and Form New Long-term Commercial Arrangement,Business Wire
Jan-04-19,Fidelity National Closes Divesture of JV With Banco Bradesco,Zacks
Jan-07-19,Moving Average Crossover Alert: Fidelity National Information Services,Zacks
Jan-08-19,Applications Open for 2019 FIS FinTech Accelerator,Business Wire
Jan-08-19,FIS to Report Fourth Quarter and Full-Year Earnings on Feb. 12,Business Wire
Jan-09-19,"Have Insiders Been Selling Fidelity National Information Services, Inc. (NYSE:FIS) Shares?",Simply Wall St.
Jan-16-19,Fiserv Buys First Data As Consolidation Heats Up Among Fintech Companies,Investor's Business Daily
Jan-16-19,This $22 billion deal could be just the beginning,MarketWatch
Jan-17-19,Fiserv and First Data Megadeal Could Drive More Fintech M&A,TheStreet.com
Jan-23-19,FIS Again Recognized as a FORTUNE Worlds Most Admired Company,Business Wire
Jan-28-19,Jax fintech lands $30 million to take disruptor to market,American City Business Journals
Jan-29-19,"Is Fidelity National Information Services, Inc. (NYSE:FIS) Excessively Paying Its CEO?",Simply Wall St.
Jan-31-19,FIS Increases Quarterly Dividend 9% to $0.35 per Share,Business Wire
Jan-31-19,"New Research: Key Drivers of Growth for Tapestry, FIS, News Corporation, Ollie's Bargain Outlet, Covanta Holding, and Sorrento Therapeutics  Factors of Influence, Major Initiatives and Sustained Production",GlobeNewswire
Feb-04-19,Fidelity National (FIS) Hikes 9% Dividend: Worth a Look?,Zacks
Feb-05-19,Fidelity National Information Services (FIS) Reports Next Week: Wall Street Expects Earnings Growth,Zacks
Feb-08-19,Fidelity National (FIS) to Post Q4 Earnings: What's in Store?,Zacks
Feb-12-19,"Fidelity National Information Services, Inc. (FIS) Q4 2018 Earnings Conference Call Transcript",Motley Fool
Feb-12-19,"Fidelity National (FIS) Q4 Earnings Beat, Expenses Decline",Zacks
Feb-12-19,Fidelity National Information Services (FIS) Q4 Earnings Beat Estimates,Zacks
Feb-12-19,Fidelity National: 4Q Earnings Snapshot,Associated Press
Feb-12-19,FIS Reports Full-Year and Fourth Quarter 2018 Results,Business Wire
Feb-13-19,Edited Transcript of FIS earnings conference call or presentation 12-Feb-19 1:30pm GMT,Thomson Reuters StreetEvents
Feb-15-19,Fidelity National (FIS) Upgraded to Buy: Here's Why,Zacks
Feb-19-19,"Fidelity National Information Services Inc (FIS) President, CEO & Chairman Gary Norcross ...",GuruFocus.com
Feb-20-19,Edited Transcript of FIS earnings conference call or presentation 12-Feb-19 1:30pm GMT,Thomson Reuters StreetEvents
Feb-21-19,Fidelity National Information Services Inc (FIS) Files 10-K for the Fiscal Year Ended on ...,GuruFocus.com
Feb-21-19,FIS Code Connect Named Most Advanced API Strategy in New Aite Group Core Banking Report,Business Wire
Feb-22-19,"Fidelity National Information Services Inc (FIS) President, CEO & Chairman Gary Norcross ...",GuruFocus.com
Feb-27-19,Worldpay (WP) Catches Eye: Stock Jumps 8.2%,Zacks
Mar-04-19,"Will Western Union Gain from Business Sale, Share Buyback?",Zacks
Mar-04-19,4 Payment Stocks to Gain on Strong Consumer Confidence,Zacks
Mar-04-19,Global Payments Buys Sentral for Cloud-Based School Education,Zacks
Mar-05-19,Will Global Growth Affect Financial Transaction Services Stocks?,Zacks
Mar-05-19,"The Zacks Analyst Blog Highlights: Global Payments, Euronet, Fidelity National and Credit Acceptance",Zacks
Mar-05-19,PRA Group (PRAA) Buys Resurgent Holdings' Canadian Business,Zacks
Mar-07-19,Why it is Wise to Hold Western Union (WU) in Your Portfolio,Zacks
