date,action,name,rate,target
Nov-15-18,Downgrade,Mizuho,Buy to Neutral,
Mar-08-19,Upgrade,Morgan Stanley,Equal-Weight to Overweight,$32
May-01-19,Upgrade,Citigroup,Neutral to Buy,$21 to $32
