date,action,name,rate,target
Oct-23-18,Resumed,BofA/Merrill,Buy,$123
Oct-31-18,Upgrade,JP Morgan,Neutral to Overweight,
Feb-20-19,Downgrade,JP Morgan,Overweight to Neutral,$157 to $167
