date,action,name,rate,target
Nov-27-18,Upgrade,FBN Securities,Sector Perform to Outperform,
Nov-30-18,Upgrade,JP Morgan,Neutral to Overweight,
Mar-14-19,Reiterated,Wolfe Research,Outperform,$105 to $157
