date,action,name,rate,target
Apr-23-19,Downgrade,UBS,Buy to Neutral,$50 to $37
May-02-19,Reiterated,BofA/Merrill,Underperform,$33 to $28
May-31-19,Downgrade,Evercore ISI,Outperform to In-line,
