date,action,name,rate,target
Oct-29-18,Reiterated,Morgan Stanley,Equal-Weight,$21 to $19
Jan-29-19,Upgrade,Raymond James,Outperform to Strong Buy,
Feb-21-19,Downgrade,JP Morgan,Overweight to Neutral,
Apr-04-19,Initiated,Robert W. Baird,Outperform,$20
May-23-19,Initiated,Cowen,Market Perform,$18
