date,action,name,rate,target
Nov-21-18,Initiated,JP Morgan,Overweight,$115
Dec-20-18,Initiated,H.C. Wainwright,Buy,$126
Jun-21-19,Downgrade,Stifel,Buy to Hold,$124 to $74
Jun-21-19,Downgrade,Credit Suisse,Outperform to Neutral,$137 to $79
