date,action,name,rate,target
Oct-24-18,Downgrade,Wells Fargo,Outperform to Market Perform,
Dec-06-18,Initiated,MKM Partners,Neutral,$10
Dec-07-18,Downgrade,JP Morgan,Overweight to Neutral,
Dec-20-18,Downgrade,CapitalOne,Overweight to Equal Weight,
Jan-08-19,Initiated,KeyBanc Capital Mkts,Sector Weight,
