date,action,name,rate,target
Jan-18-19,Upgrade,JP Morgan,Neutral to Overweight,
Jan-24-19,Upgrade,Morgan Stanley,Underweight to Equal-Weight,
Feb-11-19,Initiated,Exane BNP Paribas,Outperform,$130
