date,action,name,rate,target
Oct-26-18,Downgrade,Stephens,Overweight to Equal-Weight,
Mar-01-19,Initiated,Brean Capital,Hold,
Apr-29-19,Downgrade,Raymond James,Strong Buy to Outperform,
