date,title,source
Oct-23-18,Scottsdale REIT issues AAA rated debt,American City Business Journals
Oct-23-18,STORE Capital Issues AAA Rated Debt,Business Wire
Oct-26-18,Trade of the Day: STORE Capital Corporation (STOR),InvestorPlace
Oct-30-18,A Holistic Look At STORE Capital Corporation (NYSE:STOR),Simply Wall St.
Oct-31-18,What's in the Cards for STORE Capital (STOR) in Q3 Earnings?,Zacks
Nov-01-18,Store Capital: 3Q Earnings Snapshot,Associated Press
Nov-01-18,1 Warren Buffett Stock to Consider Buying This Fall (It Pays a 4.5% Dividend Yield),Motley Fool
Nov-01-18,STORE Capital Announces Third Quarter 2018 Operating Results,Business Wire
Nov-06-18,Why Store Capital Is a Dividend Investor's Dream,Motley Fool
Nov-07-18,"Consolidated Research: 2018 Summary Expectations for STORE Capital, Ares Commercial Real Estate, Intellia Therapeutics, City Office REIT, RealPage, and Data I/O  Fundamental Analysis, Key Performance Indications",GlobeNewswire
Nov-15-18,Edited Transcript of STOR earnings conference call or presentation 1-Nov-18 4:00pm GMT,Thomson Reuters StreetEvents
Nov-30-18,Scottsdales Old Town Gringos building sold to Opportunity Zone investors,American City Business Journals
Dec-06-18,These 16 Top-Rated Stocks Are Showing Strength In Volatile Market,Investor's Business Daily
Dec-17-18,Store Capital Corporation (STOR) Hedge Funds Are Snapping Up,Insider Monkey
Dec-17-18,STORE Capital Declares Fourth Quarter 2018 Dividend,Business Wire
Dec-20-18,3 Unknown but Amazing Dividend Stocks,Motley Fool
Dec-21-18,STORE Capital Earns a Vote of Confidence from Buffett,MoneyShow
Jan-07-19,"Agree Realty Notes '18 Investment Activity, Issues '19 View",Zacks
Jan-09-19,"STORE Capital Announces Departure of EVP, Christopher K. Burbach",Business Wire
Jan-15-19,How Much Are STORE Capital Corporation (NYSE:STOR) Insiders Spending On Buying Shares?,Simply Wall St.
Jan-22-19,Near-Term Outlook for Retail REIT Stocks Looks Bleak,Zacks
Jan-23-19,Is STORE Capital (STOR) Outperforming Other Finance Stocks This Year?,Zacks
Jan-29-19,STORE Capital- Safe Haven for Property Profits,MoneyShow
Jan-30-19,"STORE Capital to Report Fourth Quarter and Full Year 2018 Financial Results on February 21, 2019",Business Wire
Feb-04-19,ATT- Safe Bet with a High Yield,MoneyShow
Feb-07-19,Store Capital (STOR) Gains As Market Dips: What You Should Know,Zacks
Feb-08-19,"Detailed Research: Economic Perspectives on Anadarko Petroleum, STORE Capital, Senior Housing Properties Trust, Moelis, Chesapeake Lodging Trust, and Infinera  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Feb-13-19,Store Capital (STOR) Outpaces Stock Market Gains: What You Should Know,Zacks
Feb-14-19,STORE Capital Appoints Rajath Shourie to Board of Directors,Business Wire
