date,action,name,rate,target
Dec-06-18,Initiated,MKM Partners,Buy,$17
Dec-19-18,Downgrade,Raymond James,Outperform to Underperform,
Dec-20-18,Downgrade,CapitalOne,Overweight to Equal Weight,
Mar-19-19,Downgrade,Tudor Pickering,Buy to Hold,
Mar-22-19,Initiated,CapitalOne,Equal Weight,
