date,title,source
Oct-17-18,Par Pacific Holdings Announces Third Quarter 2018 Earnings Release and Conference Call Schedule,PR Newswire
Nov-06-18,Par Petroleum: 3Q Earnings Snapshot,Associated Press
Nov-06-18,Par Pacific Holdings Reports Third Quarter 2018 Results,PR Newswire
Nov-07-18,Par Pacific Holdings To Participate In Seaport Global's 8th Annual San Francisco 1x1 Day,PR Newswire
Nov-08-18,Edited Transcript of PARR earnings conference call or presentation 7-Nov-18 3:00pm GMT,Thomson Reuters StreetEvents
Nov-09-18,"New Research: Key Drivers of Growth for AxoGen, Spirit Realty Capital, e.l.f. Beauty, Minerva Neurosciences, Par Pacific, and Calithera Biosciences  Factors of Influence, Major Initiatives and Sustained Production",GlobeNewswire
Nov-16-18,Heres What We Think About Par Pacific Holdings Incs (NYSE:PARR) CEO Pay,Simply Wall St.
Nov-27-18,Par Pacific to Acquire U.S. Oil & Refining Co. to Significantly Boost Mainland Refining and Logistics Presence,PR Newswire
Nov-28-18,Houston-based energy co. makes $358M acquisition to boost mainland U.S. presence,American City Business Journals
Nov-29-18,Par Pacific (PARR) to Buy U.S. Oil & Refining for $358M,Zacks
Nov-30-18,Deal of the Week: Hawaii-focused energy co. makes $358M deal to boost mainland presence,American City Business Journals
Dec-04-18,"Oil & Gas Stock Roundup: Shell's Green Initiative, Par Pacific's Acquisition & More",Zacks
Dec-06-18,"Par Pacific Holdings, Inc. -- Moody's assigns B1 rating to Par Petroleum's proposed Term Loan",Moody's
Dec-12-18,Par Pacific Announces Change in Chairman of the Board of Directors and Appoints Katherine Hatcher as Independent Director,PR Newswire
Dec-19-18,Par Pacific Successfully Closes Transaction with Island Energy Services,PR Newswire
Dec-19-18,"Hedge Funds Are Selling Par Pacific Holdings, Inc. (PARR)",Insider Monkey
Dec-24-18,Hawaii officially down to one refinery,American City Business Journals
Dec-24-18,"Need To Know: Par Pacific Holdings, Inc. (NYSE:PARR) Insiders Have Been Selling Shares",Simply Wall St.
Dec-24-18,Energy companies close multimillion-dollar deals before 2018 ends,American City Business Journals
Jan-02-19,Par Pacific Holdings To Participate In First Annual Mizuho Securities Virtual Refining Conference,PR Newswire
Jan-07-19,Par Pacific Holdings to Participate in The Goldman Sachs 2019 Global Energy Conference,PR Newswire
Jan-08-19,"New Research: Key Drivers of Growth for MDU Resources Group, Enersys, Sally Beauty, Par Pacific, Golub Capital BDC, and ZAGG  Factors of Influence, Major Initiatives and Sustained Production",GlobeNewswire
Jan-09-19,Occidental Petroleum to Gain from Focus on Permian Resources,Zacks
Jan-09-19,Oil Posts Longest Win Streak in One and a Half Years: 5 Picks,Zacks
Jan-10-19,"The Zacks Analyst Blog Highlights: Unit, Black Stone Minerals, Bonanza Creek Energy, Par Pacific and Suburban Propane Partners",Zacks
Jan-14-19,Par Pacific Successfully Closes Acquisition of U.S. Oil & Refining Co.,PR Newswire
Jan-18-19,Here's Why You Should Add Sunoco (SUN) to Your Portfolio,Zacks
Jan-22-19,4 Reasons to Add NextEra Energy Partners to Your Portfolio,Zacks
Jan-23-19,"How Much Of Par Pacific Holdings, Inc. (NYSE:PARR) Do Institutions Own?",Simply Wall St.
Feb-12-19,Par Pacific Holdings Announces Fourth Quarter 2018 Earnings Release and Conference Call Schedule,PR Newswire
Feb-12-19,Factors to Know Ahead of PBF Energy's (PBF) Q4 Earnings,Zacks
Feb-12-19,Key Factors to Know Ahead of Enbridge's (ENB) Q4 Earnings,Zacks
Feb-13-19,Brent/WTI Differential to Aid Oil & Gas Refining & Marketing Industry,Zacks
Feb-19-19,Crude Oil Prices Near 3-Month High: 5 Top Picks,Zacks
Feb-20-19,"The Zacks Analyst Blog Highlights: Jones Energy, Par Pacific, Phillips 66, Ultrapar and Sunoco",Zacks
Feb-21-19,What's in the Cards for EOG Resources' (EOG) Q4 Earnings?,Zacks
Feb-21-19,Gran Tierra (GTE) to Report Q4 Earnings: What's in the Cards?,Zacks
Feb-22-19,What's in Store for Chesapeake (CHK) This Earnings Season?,Zacks
Feb-22-19,Nabors (NBR) to Post Q4 Earnings: What's in the Offing?,Zacks
Feb-22-19,Factors Setting the Tone for Apache's (APA) Q4 Earnings,Zacks
Feb-25-19,Can Southwestern Energy (SWN) Deliver a Beat in Q4 Earnings?,Zacks
Feb-25-19,SilverBow (SBOW) Q4 Earnings Coming Up: What's in the Cards?,Zacks
Feb-25-19,Is a Beat in Store for Denbury (DNR) This Earnings Season?,Zacks
Mar-01-19,Par Pacific Holdings To Present At The Bank Of America Merrill Lynch 2019 Refining Conference,PR Newswire
Mar-04-19,CNX Resources (CNX) Prices Senior Notes to Refinance Debts,Zacks
Mar-05-19,Par Pacific Holdings Reports Fourth Quarter 2018 Results,PR Newswire
Mar-06-19,Par Pacific Holdings Inc (PARR) Q4 2018 Earnings Conference Call Transcript,Motley Fool
Mar-07-19,Edited Transcript of PARR earnings conference call or presentation 6-Mar-19 3:00pm GMT,Thomson Reuters StreetEvents
Mar-11-19,"Par Pacific Holdings Inc (PARR) Files 10-K for the Fiscal Year Ended on December 31, 2018",GuruFocus.com
Mar-13-19,Par Petroleum (PARR) Beats Q4 Earnings Estimates,Zacks
Mar-15-19,"Is Par Pacific Holdings, Inc.s (NYSE:PARR) Balance Sheet A Threat To Its Future?",Simply Wall St.
Mar-19-19,Par Pacific Holdings To Participate In The Scotia Howard Weil 2019 Energy Conference,PR Newswire
Mar-22-19,Phillips 66 Partners LP (PSXP) Hits Fresh High: Is There Still Room to Run?,Zacks
