date,action,name,rate,target
Jan-09-19,Upgrade,Keefe Bruyette,Mkt Perform to Outperform,
Jan-23-19,Upgrade,Mizuho,Neutral to Buy,
Feb-14-19,Downgrade,Raymond James,Strong Buy to Mkt Perform,
Feb-21-19,Downgrade,Wedbush ,Outperform to Neutral,$41
