date,action,name,rate,target
Jan-18-19,Downgrade,Jefferies,Hold to Underperform,
Feb-08-19,Downgrade,Goldman,Neutral to Sell,
Mar-14-19,Downgrade,Credit Suisse,Neutral to Underperform,
