date,action,name,rate,target
Oct-19-18,Downgrade,Stephens,Overweight to Equal-Weight,
Feb-01-19,Downgrade,JP Morgan,Overweight to Neutral,$53
Mar-29-19,Initiated,Goldman,Neutral,$42
Apr-02-19,Downgrade,Citigroup,Buy to Neutral,
Apr-02-19,Downgrade,BofA/Merrill,Buy to Neutral,$44
