date,title,source
Oct-18-18,Trinseo Announces Release Date and Conference Call for its Third Quarter 2018 Financial Results,Business Wire
Oct-22-18,Moving Average Crossover Alert: Trinseo S.A. (TSE),Zacks
Oct-25-18,New Strong Sell Stocks for October 25th,Zacks
Oct-25-18,"Detailed Research: Economic Perspectives on Movado Group, MFA Financial, Trinseo S.A, Performance Food Group, Conduent, and Brady  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Nov-01-18,Can Trinseo SA (NYSE:TSE) Maintain Its Strong Returns?,Simply Wall St.
Nov-06-18,Trinseo (TSE) to Report Q3 Earnings: What's in the Cards?,Zacks
Nov-08-18,Trinseo: 3Q Earnings Snapshot,Associated Press
Nov-08-18,Trinseo Reports Third Quarter 2018 Financial Results; Updates 2018 Full Year Outlook and Provides 2019 Full Year Outlook,Business Wire
Nov-12-18,Trinseo (TSE) Earnings and Revenues Beat Estimates in Q3,Zacks
Nov-13-18,Edited Transcript of TSE earnings conference call or presentation 9-Nov-18 3:00pm GMT,Thomson Reuters StreetEvents
Nov-27-18,Trinseo SA (NYSE:TSE): Time For A Financial Health Check,Simply Wall St.
Nov-29-18,Trinseo Announces Quarterly Dividend,Business Wire
Dec-03-18,US Plastic Resins Output Rises in October: Tariffs a Concern,Zacks
Dec-11-18,Trinseo CEO Chris Pappas Announces Plans to Retire in 2019; Search Underway for Successor,Business Wire
Dec-20-18,Trinseo S.A. (NYSE:TSE) Is Trading At A 39.72% Discount,Simply Wall St.
Jan-03-19,Trinseo Plastics Grows its Support of Smart Home Applications,Business Wire
Jan-08-19,"Detailed Research: Economic Perspectives on Air Lease, AMN Healthcare Services, Trinseo S.A, Ashland Global, DENTSPLY SIRONA, and Overseas Shipholding Group  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
