date,action,name,rate,target
Nov-20-18,Downgrade,Daiwa Securities,Outperform to Neutral,
Jan-23-19,Upgrade,Morgan Stanley,Equal-Weight to Overweight,
Feb-08-19,Initiated,Buckingham Research,Neutral,
