date,action,name,rate,target
May-01-19,Reiterated,Telsey Advisory Group,Market Perform,$28 to $26
May-21-19,Upgrade,Macquarie,Neutral to Outperform,$29
Jun-11-19,Upgrade,Goldman,Neutral to Buy,$31 to $29
