date,action,name,rate,target
Oct-22-18,Downgrade,Evercore ISI,In-line to Underperform,
Nov-19-18,Initiated,CapitalOne,Equal Weight,$43
Nov-20-18,Downgrade,Robert W. Baird,Outperform to Neutral,
Nov-30-18,Upgrade,Jefferies,Hold to Buy,
Dec-19-18,Upgrade,JP Morgan,Neutral to Overweight,
Mar-11-19,Downgrade,Goldman,Neutral to Sell,$43 to $39
