date,action,name,rate,target
Oct-25-18,Reiterated,Cowen,Market Perform,$36 to $32
Mar-19-19,Reiterated,Cowen,Market Perform,$27 to $23
May-22-19,Upgrade,Cowen,Market Perform to Outperform,$24 to $23
