date,action,name,rate,target
Jan-22-19,Downgrade,B. Riley FBR,Buy to Neutral,$29 to $17
Feb-01-19,Initiated,Loop Capital,Hold,
Apr-08-19,Upgrade,B. Riley FBR,Neutral to Buy,$18 to $20
