date,action,name,rate,target
Dec-26-18,Upgrade,Edward Jones,Hold to Buy,
Jan-08-19,Downgrade,BofA/Merrill,Buy to Neutral,
Jan-09-19,Upgrade,UBS,Neutral to Buy,
Jan-29-19,Initiated,Jefferies,Buy,
