date,action,name,rate,target
Nov-09-18,Upgrade,Goldman,Neutral to Buy,
Nov-30-18,Downgrade,JP Morgan,Neutral to Underweight,
Jan-29-19,Downgrade,JMP Securities,Mkt Outperform to Mkt Perform,
Mar-20-19,Upgrade,JMP Securities,Mkt Perform to Mkt Outperform,$74
Apr-15-19,Reiterated,Canaccord Genuity,Buy,$60 to $81
