date,title,source
Oct-23-18,"Final Results of Stockholder Meeting of Asia Pacific Fund, Inc.",GlobeNewswire
Nov-09-18,"Liquidation and Dissolution of Asia Pacific Fund, Inc.",GlobeNewswire
Nov-26-18,"The Asia Pacific Fund, Inc. Announces Estimated Ordinary Income Dividend",GlobeNewswire
Dec-04-18,"The Asia Pacific Fund, Inc. Announces Estimated Ordinary Income Dividend",GlobeNewswire
Jan-10-19,"The Asia Pacific Fund, Inc. Adopts Timeline for Liquidation and Dissolution of the Fund",GlobeNewswire
Jan-31-19,"The Asia Pacific Fund, Inc. Issues Liquidating Distribution",GlobeNewswire
