date,action,name,rate,target
Oct-26-18,Downgrade,SunTrust,Buy to Hold,
Oct-29-18,Downgrade,JP Morgan,Neutral to Underweight,
Jan-09-19,Upgrade,Goldman,Neutral to Buy,
