date,title,source
Oct-17-18,United Security Bancshares reports 3rd quarter profits of $3.5 million,PR Newswire
Nov-14-18,Can United Security Bancshares (NASDAQ:UBFO) Survive The Next Financial Crisis?,Simply Wall St.
Dec-19-18,United Security Bancshares Declares Increased Quarterly Cash Dividend,PR Newswire
Jan-23-19,United Security Bancshares reports 2018 net income of $14.0 million,PR Newswire
Jan-24-19,Our Take On United Security Bancsharess (NASDAQ:UBFO) CEO Salary,Simply Wall St.
