date,action,name,rate,target
Dec-17-18,Upgrade,Cleveland Research ,Neutral to Buy,
Dec-26-18,Initiated,Standpoint Research,Accumulate,
Jan-25-19,Upgrade,Macquarie,Neutral to Outperform,
Mar-13-19,Upgrade,Goldman,Neutral to Buy,$63 to $65
