date,action,name,rate,target
Dec-19-18,Initiated,B. Riley FBR,Buy,
Mar-04-19,Upgrade,ROTH Capital,Neutral to Buy,$16 to $19
Mar-07-19,Reiterated,B. Riley FBR,Buy,$17.50 to $19
Mar-14-19,Resumed,B. Riley FBR,Buy,$19
