date,title,source
Oct-19-18,"Report: Developing Opportunities within Spotify Technology SA, Vornado Realty Trust, Merus N.V, Teekay Tankers, PagSeguro Digital, and Liberty Oilfield Services  Future Expectations, Projections Moving into 2018",GlobeNewswire
Oct-23-18,Liberty Oilfield Services Inc. Announces Quarterly Cash Dividend,Business Wire
Oct-30-18,Liberty Oilfield Services: 3Q Earnings Snapshot,Associated Press
Oct-30-18,Liberty Oilfield Services Inc. Announces Third Quarter 2018 Financial and Operational Results,Business Wire
Nov-01-18,"Here's what Noble, Anadarko and other companies are saying as Colorado Proposition 112 vote looms",American City Business Journals
Nov-20-18,Liberty Oilfield Services Inc. to Present at Jefferies Energy Conference,Business Wire
Nov-23-18,Should Liberty Oilfield Services Inc (NYSE:LBRT) Be Part Of Your Income Portfolio?,Simply Wall St.
Nov-29-18,"Detailed Research: Economic Perspectives on Broadridge Financial Solutions, MercadoLibre, Rogers, Ensco plc, Liberty Oilfield Services, and DexCom  What Drives Growth in Today's Competitive Landscape",GlobeNewswire
Dec-20-18,U.S. Silica and Liberty Oilfield Services Announce Resolution of Legal Dispute,PR Newswire
Jan-23-19,Liberty Oilfield Services Inc. Announces Timing of Release of Fourth Quarter and Full-Year 2018 Financial Results and Conference Call,Business Wire
Jan-23-19,New Strong Sell Stocks for January 23rd,Zacks
Jan-23-19,Liberty Oilfield Services Inc. Announces Quarterly Cash Dividend and Authorization of Additional Share Repurchase Plan,Business Wire
Jan-29-19,Liberty Oilfield Services (LBRT) Reports Next Week: Wall Street Expects Earnings Growth,Zacks
