date,action,name,rate,target
Oct-29-18,Reiterated,UBS,Buy,$390 to $370
Jan-16-19,Initiated,TD Securities,Buy,$385
Jan-16-19,Initiated,Nomura,Neutral,
Mar-29-19,Downgrade,RBC Capital Mkts,Outperform to Sector Perform,
Jun-14-19,Initiated,Rosenblatt,Buy,
