date,action,name,rate,target
Dec-14-18,Downgrade,Morgan Stanley,Overweight to Equal-Weight,
Mar-08-19,Downgrade,SVB Leerink,Outperform to Mkt Perform,$16 to $12
Mar-20-19,Initiated,SunTrust,Buy,$16
May-21-19,Upgrade,Raymond James,Mkt Perform to Strong Buy,$13
Jun-11-19,Initiated,Barclays,Equal Weight,$9
