date,action,name,rate,target
Oct-26-18,Upgrade,UBS,Neutral to Buy,
Dec-10-18,Downgrade,Morgan Stanley,Overweight to Equal-Weight,
Jun-20-19,Upgrade,Barclays,Equal Weight to Overweight,
