date,title,source
Feb-06-19,Vident Financials U.S. Diversified Real Estate ETF (PPTY) Named a Finalist in the 2018 ETF.com Awards,Business Wire
Feb-11-19,Vident Financials U.S. Diversified Real Estate ETF (PPTY) Reaches $100 Million Milestone,Business Wire
Mar-12-19,Vident Financials U.S. Diversified Real Estate ETF (PPTY) Shortlisted for the 2019 Mutual Fund Industry & ETF Awards,Business Wire
