date,action,name,rate,target
Oct-18-18,Upgrade,Goldman,Neutral to Buy,
May-02-19,Downgrade,KeyBanc Capital Markets,Overweight to Sector Weight,
May-03-19,Upgrade,Macquarie,Neutral to Outperform,
